recording,site,event_id,t_start,t_end,n_pulses,gamma_score,cv2_p95,cv2_max,lag1_autocorr,spatial_silhouette,spatial_minority_frac,spatial_interleave,n_concurrent_tracks,reject_reason
flona06-20250915T1529-1_pulses,line_site_1_2,0,2174.512,2174.871,39,0.867,0.691,1.021,0.014,0.625,0.205,0.750,1,"interleaved-2nd-cluster(sil=0.62,min=0.21,il=0.75);overlapping-volley"
flona06-20250915T1529-1_pulses,line_site_1_2,1,2174.901,2175.004,8,0.792,0.639,0.695,-0.431,0.384,0.250,1.000,1,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,2,2175.053,2175.143,9,0.841,0.646,0.665,-0.460,0.559,0.111,1.000,2,"interleaved-2nd-cluster(sil=0.56,min=0.11,il=1.00);overlapping-volley"
flona06-20250915T1529-1_pulses,line_site_1_2,34,2208.932,2208.982,10,0.876,0.912,0.997,-0.490,0.625,0.100,1.000,0,"interleaved-2nd-cluster(sil=0.62,min=0.10,il=1.00)"
flona06-20250915T1529-1_pulses,line_site_1_2,38,2235.050,2235.087,10,0.756,0.795,0.856,-0.120,0.556,0.100,1.000,0,"interleaved-2nd-cluster(sil=0.56,min=0.10,il=1.00);overlapping-volley"
flona06-20250915T1529-1_pulses,line_site_1_2,41,8926.607,8926.701,10,0.891,0.225,0.271,-0.485,0.501,0.100,1.000,0,"interleaved-2nd-cluster(sil=0.50,min=0.10,il=1.00);overlapping-volley"
flona06-20250915T1529-1_pulses,line_site_1_2,50,12077.494,12077.602,12,0.738,1.582,1.612,-0.722,0.741,0.083,1.000,0,"interleaved-2nd-cluster(sil=0.74,min=0.08,il=1.00)"
flona06-20250915T1529-1_pulses,line_site_1_2,67,46132.349,46132.422,10,0.821,1.204,1.260,-0.193,0.688,0.200,0.500,0,"interleaved-2nd-cluster(sil=0.69,min=0.20,il=0.50);overlapping-volley"
flona06-20250915T1529-1_pulses,line_site_1_2,75,47771.961,47771.986,8,0.748,0.691,0.695,-0.566,0.772,0.250,0.500,1,"interleaved-2nd-cluster(sil=0.77,min=0.25,il=0.50);overlapping-volley"
flona06-20250915T1529-1_pulses,line_site_1_2,77,47839.997,47840.117,11,0.826,0.929,0.997,-0.233,0.499,0.455,0.400,0,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,88,53166.212,53166.291,15,0.778,1.399,1.510,-0.496,0.709,0.200,0.667,0,"interleaved-2nd-cluster(sil=0.71,min=0.20,il=0.67)"
flona06-20250915T1529-1_pulses,line_site_1_2,92,68708.039,68708.062,8,0.828,0.325,0.378,0.029,0.376,0.375,0.667,2,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,97,68797.967,68798.080,19,0.796,0.821,0.920,-0.122,0.346,0.211,0.750,0,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,101,70064.338,70065.115,72,0.918,1.110,1.347,-0.153,0.661,0.472,0.029,1,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,118,70263.267,70263.334,9,0.200,0.619,0.684,-0.851,0.342,0.111,1.000,4,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,119,70263.446,70263.604,15,0.750,0.916,0.979,-0.272,0.372,0.467,0.429,4,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,131,70273.360,70273.437,8,0.746,0.904,0.992,-0.688,0.357,0.125,1.000,6,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,137,70274.235,70274.328,8,0.879,1.100,1.180,-0.355,0.716,0.125,1.000,6,"interleaved-2nd-cluster(sil=0.72,min=0.12,il=1.00);overlapping-volley"
flona06-20250915T1529-1_pulses,line_site_1_2,162,71581.947,71582.075,20,0.857,0.701,0.739,-0.714,0.665,0.300,0.167,1,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,167,71653.208,71653.305,11,0.761,0.642,0.732,-0.010,0.377,0.364,0.750,1,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,171,77657.719,77657.928,23,0.704,0.775,1.229,-0.145,0.636,0.348,0.125,1,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,174,77884.361,77884.468,14,0.957,1.038,1.143,-0.411,0.652,0.429,0.167,1,overlapping-volley
flona06-20250915T1529-1_pulses,line_site_1_2,227,138087.805,138088.005,33,0.831,1.194,1.254,-0.356,0.634,0.182,0.500,1,"interleaved-2nd-cluster(sil=0.63,min=0.18,il=0.50)"
flona06-20250919T1626-1_pulses,line_site_1_2,6,12732.590,12732.733,25,0.753,1.282,1.550,-0.656,0.580,0.400,0.300,1,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,7,32182.536,32183.262,76,0.838,0.643,0.878,0.205,0.497,0.250,0.105,1,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,8,32183.756,32185.163,113,0.866,0.822,1.204,0.260,0.651,0.274,0.032,4,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,14,32185.520,32185.599,10,0.876,0.269,0.328,-0.462,0.298,0.400,0.750,4,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,20,32187.079,32187.268,11,0.830,0.121,0.157,-0.580,0.271,0.455,0.800,5,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,21,32187.297,32187.510,15,0.950,0.630,0.786,-0.563,0.536,0.267,1.000,5,"interleaved-2nd-cluster(sil=0.54,min=0.27,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,23,32187.777,32188.041,14,0.882,0.425,0.464,-0.492,0.555,0.071,1.000,4,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,35,32189.531,32189.767,13,0.705,0.408,0.463,-0.598,0.567,0.077,1.000,3,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,41,32190.450,32191.185,50,0.898,0.696,0.886,0.134,0.495,0.120,0.500,3,"interleaved-2nd-cluster(sil=0.50,min=0.12,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,46,32191.655,32191.842,13,0.894,0.715,0.876,-0.540,0.611,0.077,1.000,2,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,51,32193.189,32193.737,37,0.794,0.432,0.466,-0.222,0.850,0.027,1.000,3,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,56,32195.918,32196.196,18,0.849,0.464,0.552,-0.546,0.361,0.333,0.167,3,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,59,32196.624,32196.765,11,0.856,0.538,0.640,-0.757,0.312,0.273,0.667,3,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,62,32197.062,32197.196,9,0.881,0.497,0.514,-0.434,0.456,0.222,0.500,2,"interleaved-2nd-cluster(sil=0.46,min=0.22,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,63,32197.593,32197.683,9,0.804,0.865,1.008,-0.129,0.419,0.444,0.250,2,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,64,32197.992,32198.270,16,0.855,0.430,0.452,-0.758,0.478,0.438,0.143,2,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,65,32198.755,32198.940,11,0.899,0.537,0.684,-0.426,0.377,0.182,0.500,2,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,68,32199.305,32200.095,42,0.901,0.504,0.647,-0.288,0.317,0.500,0.571,3,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,71,32200.413,32200.774,20,0.867,0.515,0.634,-0.649,0.659,0.050,1.000,4,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,72,32200.817,32201.352,43,0.837,0.450,0.725,-0.200,0.756,0.070,1.000,4,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,75,32202.755,32203.066,25,0.200,0.433,1.150,-0.731,0.723,0.080,0.500,5,"interleaved-2nd-cluster(sil=0.72,min=0.08,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,81,32204.584,32204.704,8,0.772,0.293,0.378,0.239,0.583,0.125,1.000,5,"interleaved-2nd-cluster(sil=0.58,min=0.12,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,89,32208.535,32208.652,8,0.200,0.278,0.294,-0.117,0.436,0.500,0.250,3,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,101,32212.121,32212.314,11,0.655,0.259,0.270,-0.550,0.419,0.455,1.000,2,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,106,35809.944,35809.962,8,0.839,0.524,0.632,0.137,0.408,0.250,0.500,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,107,35810.029,35810.200,24,0.867,0.708,1.029,-0.516,0.363,0.458,0.182,1,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,126,38319.464,38319.513,8,0.828,1.317,1.357,-0.869,0.533,0.250,0.500,0,"interleaved-2nd-cluster(sil=0.53,min=0.25,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,132,42999.330,42999.447,14,0.920,0.465,0.538,-0.466,0.402,0.500,0.143,1,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,138,49011.435,49011.480,12,0.687,1.117,1.130,-0.700,0.328,0.250,0.333,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,139,49011.603,49011.667,11,0.762,1.308,1.342,-0.719,0.790,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.79,min=0.09,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,141,49011.858,49011.913,15,0.749,1.026,1.076,-0.720,0.778,0.133,0.500,0,"interleaved-2nd-cluster(sil=0.78,min=0.13,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,142,49011.954,49012.014,11,0.781,0.783,0.901,-0.253,0.492,0.455,0.600,0,"interleaved-2nd-cluster(sil=0.49,min=0.45,il=0.60);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,143,49012.111,49012.172,16,0.782,0.744,0.860,-0.202,0.719,0.250,0.500,0,"interleaved-2nd-cluster(sil=0.72,min=0.25,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,144,49012.290,49012.349,16,0.717,0.985,1.033,-0.840,0.767,0.125,0.500,0,"interleaved-2nd-cluster(sil=0.77,min=0.12,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,146,49012.624,49012.663,9,0.583,1.077,1.227,-0.698,0.622,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.62,min=0.11,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,147,49012.746,49012.787,11,0.793,0.512,0.534,-0.398,0.782,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.78,min=0.09,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,149,49012.895,49013.168,40,0.748,1.199,1.304,-0.033,0.443,0.150,0.667,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,150,49013.197,49013.602,50,0.744,1.056,1.088,0.202,0.806,0.040,1.000,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,151,49013.647,49013.885,35,0.744,1.023,1.050,-0.082,0.342,0.457,0.500,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,152,49013.915,49014.042,16,0.773,0.755,0.793,-0.477,0.479,0.250,0.750,0,"interleaved-2nd-cluster(sil=0.48,min=0.25,il=0.75);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,160,49014.782,49014.840,10,0.783,0.559,0.589,-0.344,0.253,0.200,0.500,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,161,49014.878,49014.938,9,0.739,1.258,1.400,-0.243,0.475,0.333,0.667,0,"interleaved-2nd-cluster(sil=0.48,min=0.33,il=0.67);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,162,49014.973,49015.037,8,0.815,0.818,0.906,-0.085,0.511,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.51,min=0.12,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,164,49015.150,49015.266,8,0.656,0.610,0.679,-0.894,0.799,0.250,1.000,0,"interleaved-2nd-cluster(sil=0.80,min=0.25,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,168,49016.887,49016.940,9,0.765,0.961,1.186,-0.911,0.612,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.61,min=0.11,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,170,49017.055,49017.120,9,0.754,0.806,0.927,-0.284,0.245,0.444,0.500,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,180,49019.688,49019.729,8,0.761,0.760,0.768,-0.596,0.627,0.375,0.333,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,182,49020.160,49020.206,9,0.741,0.391,0.473,-0.472,0.593,0.333,0.667,0,"interleaved-2nd-cluster(sil=0.59,min=0.33,il=0.67);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,183,49020.554,49020.598,11,0.714,0.455,0.459,-0.833,0.538,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.54,min=0.09,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,190,49080.499,49080.559,15,0.740,1.046,1.380,-0.274,0.405,0.400,0.500,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,191,49080.705,49080.748,12,0.729,0.936,1.017,-0.837,0.749,0.167,0.500,0,"interleaved-2nd-cluster(sil=0.75,min=0.17,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,195,49081.388,49081.418,8,0.772,0.538,0.615,-0.619,0.580,0.250,0.500,0,"interleaved-2nd-cluster(sil=0.58,min=0.25,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,197,49081.862,49081.899,9,0.766,1.177,1.398,-0.676,0.309,0.444,0.750,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,198,49082.132,49082.164,9,0.683,0.672,0.674,-0.643,0.349,0.333,0.667,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,200,49083.147,49083.175,8,0.765,0.614,0.693,-0.300,0.455,0.250,1.000,0,"interleaved-2nd-cluster(sil=0.46,min=0.25,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,203,49083.710,49083.750,8,0.764,1.048,1.054,-0.906,0.647,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.65,min=0.12,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,204,49083.893,49083.930,9,0.707,0.620,0.629,-0.687,0.293,0.444,0.500,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,206,49084.853,49084.893,9,0.816,0.804,0.858,-0.410,0.714,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.71,min=0.11,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,207,49136.861,49136.901,9,0.631,0.922,1.112,-0.208,0.231,0.444,0.500,1,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,209,49137.563,49137.599,9,0.200,1.274,1.294,-0.559,0.739,0.222,0.500,1,"interleaved-2nd-cluster(sil=0.74,min=0.22,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,212,49138.372,49138.398,8,0.766,0.169,0.183,-0.454,0.548,0.125,1.000,1,"interleaved-2nd-cluster(sil=0.55,min=0.12,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,215,49138.727,49138.763,11,0.819,0.591,0.676,-0.601,0.769,0.182,0.500,1,"interleaved-2nd-cluster(sil=0.77,min=0.18,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,216,49139.383,49139.428,9,0.797,1.131,1.154,-0.656,0.479,0.444,0.500,0,"interleaved-2nd-cluster(sil=0.48,min=0.44,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,221,53007.950,53007.978,8,0.675,0.975,1.002,-0.947,0.581,0.250,0.500,0,"interleaved-2nd-cluster(sil=0.58,min=0.25,il=0.50)"
flona06-20250919T1626-1_pulses,line_site_1_2,227,96312.801,96312.853,14,0.791,1.474,1.569,-0.560,0.733,0.214,0.333,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,230,100211.737,100211.810,10,0.651,1.393,1.403,-0.621,0.505,0.200,1.000,0,"interleaved-2nd-cluster(sil=0.50,min=0.20,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,232,100212.260,100212.453,17,0.917,0.865,1.258,-0.364,0.542,0.235,1.000,0,"interleaved-2nd-cluster(sil=0.54,min=0.24,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,233,100212.484,100212.660,13,0.890,1.303,1.351,-0.705,0.775,0.077,1.000,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,253,109273.432,109273.489,9,0.830,1.129,1.302,-0.722,0.643,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.64,min=0.22,il=0.50)"
flona06-20250919T1626-1_pulses,line_site_1_2,255,109381.470,109381.532,12,0.741,0.858,0.952,-0.390,0.465,0.083,1.000,2,"interleaved-2nd-cluster(sil=0.46,min=0.08,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,263,111946.498,111946.568,12,0.921,0.977,1.148,-0.904,0.457,0.083,1.000,0,"interleaved-2nd-cluster(sil=0.46,min=0.08,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,264,111946.606,111946.672,8,0.881,0.358,0.427,-0.661,0.725,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.72,min=0.12,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,274,114080.199,114080.270,9,0.696,1.224,1.311,-0.523,0.502,0.444,0.750,0,"interleaved-2nd-cluster(sil=0.50,min=0.44,il=0.75)"
flona06-20250919T1626-1_pulses,line_site_1_2,278,116820.193,116820.248,21,0.778,1.340,1.418,-0.192,0.773,0.143,0.333,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,279,116820.295,116820.370,8,0.858,0.706,0.812,-0.416,0.716,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.72,min=0.12,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,281,118048.741,118048.891,24,0.813,1.005,1.143,-0.341,0.522,0.083,0.500,0,"interleaved-2nd-cluster(sil=0.52,min=0.08,il=0.50)"
flona06-20250919T1626-1_pulses,line_site_1_2,283,119157.622,119157.764,15,0.770,1.306,1.448,-0.453,0.476,0.133,0.500,0,"interleaved-2nd-cluster(sil=0.48,min=0.13,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,284,119157.871,119158.117,22,0.901,0.594,0.719,-0.200,0.754,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.75,min=0.09,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,288,120362.598,120362.761,22,0.769,0.820,1.035,-0.170,0.631,0.045,1.000,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,289,120362.791,120363.013,26,0.566,1.069,1.417,-0.520,0.343,0.423,0.364,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,296,121357.900,121358.048,15,0.899,0.359,0.367,0.027,0.829,0.067,1.000,1,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,302,121777.389,121777.477,12,0.803,0.860,1.034,-0.619,0.749,0.083,1.000,0,"interleaved-2nd-cluster(sil=0.75,min=0.08,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,303,121777.518,121777.882,46,0.800,1.125,1.248,-0.192,0.713,0.130,1.000,0,"interleaved-2nd-cluster(sil=0.71,min=0.13,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,307,121778.342,121778.515,21,0.775,0.973,1.026,-0.636,0.363,0.333,0.571,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,308,121778.543,121778.650,9,0.842,0.230,0.269,-0.236,0.791,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.79,min=0.11,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,321,125385.127,125385.159,8,0.712,1.451,1.548,-0.744,0.474,0.500,0.500,1,"interleaved-2nd-cluster(sil=0.47,min=0.50,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,325,125691.954,125691.973,8,0.786,0.705,0.730,-0.199,0.210,0.250,0.500,0,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,342,134557.843,134557.877,9,0.769,0.989,0.993,-0.726,0.744,0.111,1.000,1,"interleaved-2nd-cluster(sil=0.74,min=0.11,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,343,134558.041,134558.427,69,0.819,0.759,1.036,0.364,0.671,0.043,0.667,1,overlapping-volley
flona06-20250919T1626-1_pulses,line_site_1_2,351,136876.936,136876.965,8,0.842,0.561,0.588,-0.454,0.511,0.250,0.500,0,"interleaved-2nd-cluster(sil=0.51,min=0.25,il=0.50);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,352,136877.037,136877.687,64,0.896,1.100,1.497,-0.362,0.670,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.67,min=0.12,il=1.00);overlapping-volley"
flona06-20250919T1626-1_pulses,line_site_1_2,362,139333.712,139333.729,8,0.843,0.396,0.488,0.009,0.456,0.375,0.333,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,1,8128.772,8128.859,16,0.821,1.292,1.320,-0.310,0.644,0.125,0.500,0,"interleaved-2nd-cluster(sil=0.64,min=0.12,il=0.50);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,5,11135.315,11135.375,9,0.879,0.985,0.990,-0.542,0.556,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.56,min=0.22,il=0.50)"
flona02-20250915T1601-1_pulses,line_site_2_3,11,11734.567,11734.683,11,0.892,0.351,0.422,-0.321,0.476,0.182,0.500,0,"interleaved-2nd-cluster(sil=0.48,min=0.18,il=0.50);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,12,11734.734,11734.916,16,0.727,0.605,0.609,-0.847,0.422,0.312,0.200,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,13,11734.941,11735.138,15,0.717,0.699,0.921,-0.479,0.521,0.400,0.167,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,15,11735.574,11735.689,10,0.880,0.805,0.982,-0.734,0.469,0.400,0.250,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,22,13198.431,13198.452,11,0.717,0.713,0.728,-0.159,0.348,0.091,1.000,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,24,13793.855,13793.910,11,0.754,1.099,1.336,-0.174,0.654,0.364,0.750,0,"interleaved-2nd-cluster(sil=0.65,min=0.36,il=0.75);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,25,13794.045,13794.119,8,0.636,1.086,1.150,-0.736,0.261,0.375,1.000,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,27,13794.226,13794.404,18,0.816,0.917,1.000,-0.255,0.346,0.444,0.500,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,28,13794.449,13794.556,15,0.873,0.356,0.502,-0.215,0.442,0.400,0.833,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,29,13794.581,13794.659,9,0.831,1.231,1.350,-0.463,0.435,0.111,1.000,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,30,13794.694,13794.752,8,0.788,0.781,0.866,-0.579,0.438,0.375,0.667,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,33,13795.462,13795.561,9,0.868,1.264,1.363,-0.676,0.357,0.222,1.000,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,38,13839.563,13839.645,13,0.761,1.038,1.121,-0.537,0.432,0.462,0.667,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,42,13865.005,13865.095,12,0.795,0.962,0.989,-0.206,0.305,0.250,1.000,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,47,13925.274,13925.434,13,0.729,0.433,0.461,-0.751,0.188,0.385,0.400,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,56,14292.235,14292.316,12,0.815,1.291,1.392,-0.788,0.520,0.250,0.667,0,"interleaved-2nd-cluster(sil=0.52,min=0.25,il=0.67)"
flona02-20250915T1601-1_pulses,line_site_2_3,57,14299.637,14299.656,9,0.817,0.388,0.406,-0.073,0.533,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.53,min=0.22,il=0.50);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,59,14423.999,14424.111,24,0.680,1.084,1.579,-0.284,0.625,0.167,0.500,0,"interleaved-2nd-cluster(sil=0.63,min=0.17,il=0.50)"
flona02-20250915T1601-1_pulses,line_site_2_3,60,14450.553,14450.858,40,0.860,1.013,1.034,-0.187,0.487,0.150,0.833,0,"interleaved-2nd-cluster(sil=0.49,min=0.15,il=0.83);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,62,14451.214,14451.508,28,0.830,0.897,1.389,-0.371,0.448,0.393,0.818,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,64,14451.797,14452.079,24,0.910,0.989,1.141,-0.464,0.506,0.458,0.455,0,"interleaved-2nd-cluster(sil=0.51,min=0.46,il=0.45);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,65,14452.107,14452.198,8,0.871,0.538,0.551,-0.710,0.200,0.375,0.667,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,67,14453.438,14453.571,14,0.679,0.762,0.851,-0.312,0.560,0.143,1.000,0,"interleaved-2nd-cluster(sil=0.56,min=0.14,il=1.00);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,68,14453.602,14453.674,8,0.694,0.880,0.881,-0.601,0.540,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.54,min=0.12,il=1.00);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,70,14457.133,14457.205,9,0.716,0.986,1.019,-0.868,0.424,0.444,0.500,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,71,14457.232,14457.300,8,0.826,0.832,0.969,-0.724,0.568,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.57,min=0.12,il=1.00);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,77,14755.515,14755.641,22,0.881,0.903,1.270,-0.576,0.414,0.273,0.833,0,overlapping-volley
flona02-20250915T1601-1_pulses,line_site_2_3,81,14850.899,14851.051,18,0.782,0.560,0.681,-0.615,0.588,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.59,min=0.11,il=1.00);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,85,15345.728,15345.757,9,0.679,1.193,1.336,-0.633,0.517,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.52,min=0.22,il=0.50);overlapping-volley"
flona02-20250915T1601-1_pulses,line_site_2_3,87,15613.905,15613.953,14,0.759,0.912,0.986,-0.095,0.429,0.143,1.000,0,overlapping-volley
