recording,site,event_id,t_start,t_end,n_pulses,gamma_score,cv2_p95,cv2_max,lag1_autocorr,spatial_silhouette,spatial_minority_frac,spatial_interleave,n_concurrent_tracks,reject_reason
flona02-20250917T1537-1_pulses,line_site_2_3,13,20466.040,20466.406,32,0.845,0.467,0.619,-0.677,0.496,0.500,0.062,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,35,33304.977,33305.019,8,0.797,1.514,1.517,-0.721,0.419,0.250,1.000,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,36,33305.050,33305.113,9,0.936,1.331,1.407,-0.718,0.545,0.222,1.000,1,"interleaved-2nd-cluster(sil=0.54,min=0.22,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,41,42537.542,42537.621,13,0.807,1.053,1.298,-0.542,0.803,0.385,0.400,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,50,44283.154,44283.193,8,0.802,1.388,1.461,-0.377,0.577,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.58,min=0.12,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,51,44420.724,44420.773,8,0.838,1.410,1.446,-0.756,0.519,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.52,min=0.12,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,64,45073.172,45073.192,9,0.822,0.681,0.888,-0.702,0.417,0.444,0.500,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,80,47824.396,47824.540,13,0.794,0.893,1.005,-0.615,0.467,0.385,0.800,0,"interleaved-2nd-cluster(sil=0.47,min=0.38,il=0.80);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,81,47824.568,47824.647,9,0.960,1.302,1.384,-0.454,0.456,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.46,min=0.11,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,83,47990.215,47990.367,29,0.740,0.872,1.275,-0.385,0.512,0.069,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,85,47992.180,47992.319,16,0.872,1.121,1.204,-0.356,0.620,0.125,0.500,0,"interleaved-2nd-cluster(sil=0.62,min=0.12,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,86,47992.361,47992.530,16,0.813,0.522,0.687,-0.533,0.534,0.188,1.000,0,"interleaved-2nd-cluster(sil=0.53,min=0.19,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,87,47992.759,47992.925,14,0.744,0.339,0.346,-0.734,0.418,0.143,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,88,47992.968,47993.062,11,0.852,0.538,0.562,-0.070,0.383,0.182,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,90,48445.703,48445.840,13,0.925,1.214,1.464,-0.134,0.566,0.154,1.000,3,"interleaved-2nd-cluster(sil=0.57,min=0.15,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,102,49027.271,49027.327,11,0.811,1.229,1.288,-0.344,0.494,0.182,0.500,0,"interleaved-2nd-cluster(sil=0.49,min=0.18,il=0.50)"
flona02-20250917T1537-1_pulses,line_site_2_3,109,50580.989,50581.045,11,0.750,0.800,0.938,-0.513,0.557,0.182,1.000,0,"interleaved-2nd-cluster(sil=0.56,min=0.18,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,112,51264.698,51264.753,14,0.701,1.108,1.222,-0.802,0.605,0.071,1.000,2,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,113,51264.715,51264.926,29,0.846,0.947,1.016,-0.443,0.753,0.310,0.444,2,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,116,51486.111,51486.623,80,0.848,0.777,1.543,0.024,0.588,0.062,0.800,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,117,51486.720,51487.161,38,0.900,0.782,0.851,-0.083,0.535,0.158,0.833,0,"interleaved-2nd-cluster(sil=0.53,min=0.16,il=0.83);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,119,52930.531,52930.565,11,0.827,0.827,0.868,-0.218,0.645,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.64,min=0.09,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,120,53142.241,53142.403,34,0.871,0.839,0.913,0.023,0.463,0.176,0.333,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,122,53142.633,53142.948,41,0.855,0.936,1.551,-0.210,0.595,0.073,0.667,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,126,53143.209,53143.508,33,0.854,0.968,1.462,-0.194,0.575,0.061,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,142,54968.508,54968.676,29,0.846,0.558,0.606,-0.589,0.709,0.138,0.500,2,"interleaved-2nd-cluster(sil=0.71,min=0.14,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,145,55221.964,55222.170,36,0.788,0.944,1.090,-0.176,0.730,0.139,0.800,0,"interleaved-2nd-cluster(sil=0.73,min=0.14,il=0.80)"
flona02-20250917T1537-1_pulses,line_site_2_3,151,56865.533,56865.555,9,0.765,0.717,0.741,-0.211,0.448,0.222,0.500,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,153,57278.392,57278.539,28,0.741,1.390,1.422,-0.603,0.667,0.357,0.100,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,154,57278.574,57278.792,37,0.851,0.342,0.689,0.115,0.543,0.135,0.600,0,"interleaved-2nd-cluster(sil=0.54,min=0.14,il=0.60);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,158,57589.763,57590.000,30,0.856,0.935,1.053,-0.702,0.456,0.167,1.000,0,"interleaved-2nd-cluster(sil=0.46,min=0.17,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,159,57590.303,57590.389,9,0.897,1.118,1.309,-0.387,0.378,0.111,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,163,60447.903,60447.991,20,0.783,0.758,0.995,-0.675,0.828,0.150,0.667,0,"interleaved-2nd-cluster(sil=0.83,min=0.15,il=0.67)"
flona02-20250917T1537-1_pulses,line_site_2_3,168,65499.037,65499.174,13,0.907,1.420,1.468,-0.810,0.707,0.077,1.000,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,171,69615.572,69615.825,41,0.832,0.799,1.090,0.278,0.565,0.268,0.091,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,173,74091.415,74091.444,9,0.665,0.668,0.736,-0.005,0.664,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.66,min=0.11,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,176,75403.846,75404.009,23,0.768,1.326,1.405,-0.613,0.713,0.043,1.000,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,178,75404.039,75404.498,56,0.787,1.208,1.352,-0.129,0.701,0.054,1.000,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,204,75419.513,75419.648,15,0.857,0.153,0.192,-0.535,0.651,0.067,1.000,2,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,213,75424.428,75424.512,8,0.767,0.683,0.689,-0.476,0.677,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.68,min=0.12,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,217,75430.293,75430.975,70,0.805,0.699,0.994,-0.102,0.703,0.057,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,221,77261.045,77261.669,109,0.778,1.037,1.398,0.200,0.598,0.312,0.059,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,227,77262.546,77262.720,17,0.774,1.106,1.237,-0.383,0.726,0.059,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,233,77263.479,77263.593,12,0.689,0.324,0.326,-0.802,0.690,0.167,1.000,0,"interleaved-2nd-cluster(sil=0.69,min=0.17,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,234,77263.619,77263.804,26,0.812,0.593,0.793,-0.131,0.747,0.038,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,235,77263.844,77263.915,9,0.808,0.648,0.852,-0.073,0.565,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.57,min=0.11,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,241,77266.458,77266.609,13,0.776,0.603,0.668,-0.546,0.675,0.154,1.000,0,"interleaved-2nd-cluster(sil=0.68,min=0.15,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,243,77266.802,77266.970,12,0.915,1.016,1.330,-0.898,0.555,0.167,0.500,0,"interleaved-2nd-cluster(sil=0.56,min=0.17,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,252,80564.903,80565.012,25,0.765,1.325,1.425,-0.683,0.725,0.200,0.400,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,254,80565.131,80565.181,9,0.790,0.903,0.957,-0.570,0.439,0.111,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,276,82570.761,82570.811,10,0.856,1.579,1.631,-0.654,0.629,0.200,0.500,0,"interleaved-2nd-cluster(sil=0.63,min=0.20,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,277,82571.460,82571.505,10,0.767,1.484,1.511,-0.409,0.570,0.100,1.000,0,"interleaved-2nd-cluster(sil=0.57,min=0.10,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,283,82574.995,82575.109,14,0.879,0.892,1.137,-0.556,0.551,0.071,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,287,82575.815,82575.970,13,0.826,0.965,1.023,-0.729,0.354,0.308,0.750,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,289,82576.316,82576.469,11,0.737,0.528,0.617,-0.343,0.459,0.364,0.750,0,"interleaved-2nd-cluster(sil=0.46,min=0.36,il=0.75);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,310,82586.978,82587.020,9,0.700,1.284,1.295,-0.496,0.677,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.68,min=0.22,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,314,82591.937,82592.131,18,0.887,1.156,1.333,-0.392,0.457,0.167,0.333,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,336,82595.612,82595.726,9,0.744,0.681,0.736,-0.398,0.265,0.444,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,355,83456.681,83456.695,8,0.821,0.175,0.214,-0.182,0.623,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.62,min=0.12,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,357,87273.600,87273.788,36,0.860,1.024,1.175,-0.361,0.678,0.083,0.667,0,"interleaved-2nd-cluster(sil=0.68,min=0.08,il=0.67)"
flona02-20250917T1537-1_pulses,line_site_2_3,359,92091.972,92092.266,43,0.845,1.103,1.234,-0.336,0.660,0.163,0.714,0,"interleaved-2nd-cluster(sil=0.66,min=0.16,il=0.71);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,360,92092.302,92092.375,8,0.774,0.768,0.779,-0.294,0.595,0.375,0.333,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,365,94565.722,94565.825,17,0.791,1.205,1.294,-0.441,0.654,0.294,0.800,0,"interleaved-2nd-cluster(sil=0.65,min=0.29,il=0.80);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,366,94565.975,94566.243,28,0.770,1.103,1.260,-0.538,0.466,0.250,1.000,0,"interleaved-2nd-cluster(sil=0.47,min=0.25,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,371,97819.429,97819.597,30,0.707,0.591,0.616,-0.431,0.722,0.033,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,372,97819.637,97819.829,30,0.833,1.147,1.267,-0.327,0.353,0.300,0.111,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,387,99748.007,99748.470,75,0.808,1.004,1.190,-0.006,0.598,0.333,0.800,0,"interleaved-2nd-cluster(sil=0.60,min=0.33,il=0.80);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,390,99748.968,99749.294,26,0.727,0.876,1.122,-0.444,0.569,0.115,1.000,0,"interleaved-2nd-cluster(sil=0.57,min=0.12,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,396,99817.204,99817.253,8,0.656,0.652,0.736,-0.712,0.502,0.250,1.000,0,"interleaved-2nd-cluster(sil=0.50,min=0.25,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,398,99848.654,99848.833,31,0.753,1.245,1.381,-0.367,0.515,0.355,0.727,0,"interleaved-2nd-cluster(sil=0.51,min=0.35,il=0.73)"
flona02-20250917T1537-1_pulses,line_site_2_3,399,100915.329,100915.428,19,0.836,0.794,0.902,-0.478,0.563,0.368,0.429,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,415,114626.780,114626.837,9,0.867,1.065,1.069,-0.316,0.297,0.444,0.750,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,416,114626.919,114627.016,10,0.774,1.149,1.180,-0.277,0.294,0.400,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,444,123921.379,123921.414,10,0.818,0.543,0.640,-0.490,0.590,0.200,1.000,0,"interleaved-2nd-cluster(sil=0.59,min=0.20,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,446,124316.623,124316.647,10,0.764,0.643,0.717,-0.005,0.438,0.500,0.200,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,447,124316.844,124317.290,41,0.871,1.195,1.269,-0.069,0.272,0.463,0.368,2,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,451,124831.699,124831.825,29,0.801,1.295,1.338,-0.229,0.508,0.345,0.600,0,"interleaved-2nd-cluster(sil=0.51,min=0.34,il=0.60)"
flona02-20250917T1537-1_pulses,line_site_2_3,452,125369.566,125369.594,9,0.745,0.767,0.769,-0.862,0.586,0.111,1.000,1,"interleaved-2nd-cluster(sil=0.59,min=0.11,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,456,128305.977,128306.005,11,0.747,0.875,0.952,-0.205,0.556,0.455,0.400,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,462,128602.829,128602.916,9,0.200,0.593,0.661,0.011,0.425,0.333,0.667,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,466,130211.256,130211.287,12,0.765,1.019,1.026,-0.325,0.569,0.250,0.333,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,480,141096.201,141096.243,8,0.827,1.367,1.430,-0.369,0.687,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.69,min=0.12,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,481,141096.273,141096.773,63,0.774,1.255,1.476,-0.308,0.757,0.079,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,482,141116.522,141116.608,9,0.975,1.449,1.513,-0.712,0.547,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.55,min=0.11,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,484,141968.286,141968.456,23,0.876,1.496,1.704,-0.651,0.744,0.043,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,485,141968.526,141968.732,31,0.808,1.257,1.594,-0.455,0.783,0.065,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,487,141968.887,141969.315,49,0.790,0.748,1.079,-0.219,0.675,0.082,0.750,0,"interleaved-2nd-cluster(sil=0.67,min=0.08,il=0.75);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,489,141969.500,141969.863,47,0.729,1.257,1.331,-0.310,0.733,0.064,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,499,143520.419,143520.510,15,0.732,1.531,1.543,-0.708,0.673,0.133,0.500,0,"interleaved-2nd-cluster(sil=0.67,min=0.13,il=0.50)"
flona02-20250917T1537-1_pulses,line_site_2_3,514,143524.777,143524.879,19,0.803,0.910,1.146,-0.731,0.798,0.105,1.000,0,"interleaved-2nd-cluster(sil=0.80,min=0.11,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,515,143524.961,143525.500,54,0.791,0.925,1.158,-0.220,0.735,0.056,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,517,143525.585,143525.923,33,0.832,0.753,1.002,-0.244,0.803,0.061,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,518,143526.001,143526.289,22,0.760,0.766,0.793,-0.556,0.679,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.68,min=0.09,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,522,143526.722,143526.894,12,0.794,0.687,0.729,-0.796,0.821,0.167,1.000,0,"interleaved-2nd-cluster(sil=0.82,min=0.17,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,529,143534.334,143534.391,15,0.790,1.038,1.041,-0.479,0.298,0.200,0.667,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,530,143534.576,143534.616,8,0.813,1.174,1.226,-0.153,0.599,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.60,min=0.12,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,532,143542.031,143542.203,26,0.858,0.883,1.087,-0.312,0.713,0.115,0.667,0,"interleaved-2nd-cluster(sil=0.71,min=0.12,il=0.67);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,533,143542.281,143542.476,20,0.916,1.102,1.112,-0.146,0.623,0.100,1.000,0,"interleaved-2nd-cluster(sil=0.62,min=0.10,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,535,143545.692,143545.732,12,0.819,0.793,0.825,-0.276,0.663,0.083,1.000,0,"interleaved-2nd-cluster(sil=0.66,min=0.08,il=1.00)"
flona02-20250917T1537-1_pulses,line_site_2_3,546,143620.184,143620.223,12,0.775,1.485,1.505,-0.127,0.770,0.167,0.500,0,"interleaved-2nd-cluster(sil=0.77,min=0.17,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,548,143621.243,143621.286,9,0.863,1.557,1.616,-0.282,0.724,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.72,min=0.22,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,556,143654.853,143654.890,9,0.789,1.356,1.366,-0.606,0.461,0.222,0.500,0,"interleaved-2nd-cluster(sil=0.46,min=0.22,il=0.50)"
flona02-20250917T1537-1_pulses,line_site_2_3,583,145250.847,145250.924,14,0.861,0.967,1.034,-0.241,0.650,0.143,0.500,0,"interleaved-2nd-cluster(sil=0.65,min=0.14,il=0.50);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,584,145251.010,145251.218,20,0.914,1.580,1.630,-0.763,0.649,0.050,1.000,0,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,585,147922.099,147922.134,12,0.804,1.027,1.253,-0.204,0.384,0.417,0.600,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,586,147922.227,147922.319,10,0.799,0.638,0.653,-0.688,0.508,0.400,0.250,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,590,148657.474,148657.765,47,0.812,1.193,1.375,-0.256,0.789,0.021,1.000,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,598,148809.783,148809.881,12,0.837,1.482,1.504,-0.685,0.314,0.333,0.250,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,599,148809.909,148810.814,148,0.741,1.209,1.343,-0.112,0.725,0.054,0.875,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,600,148811.815,148812.234,36,0.849,0.726,1.093,-0.201,0.679,0.056,1.000,1,overlapping-volley
flona02-20250917T1537-1_pulses,line_site_2_3,604,152642.825,152643.251,48,0.887,1.102,1.266,-0.093,0.719,0.125,0.833,0,"interleaved-2nd-cluster(sil=0.72,min=0.12,il=0.83);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,615,160630.122,160630.194,9,0.851,1.235,1.277,-0.482,0.697,0.111,1.000,2,"interleaved-2nd-cluster(sil=0.70,min=0.11,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,618,168892.124,168892.208,11,0.867,1.310,1.330,-0.466,0.500,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.50,min=0.09,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,619,168892.241,168892.339,9,0.778,0.603,0.721,-0.888,0.542,0.222,1.000,0,"interleaved-2nd-cluster(sil=0.54,min=0.22,il=1.00);overlapping-volley"
flona02-20250917T1537-1_pulses,line_site_2_3,626,172315.207,172315.279,9,0.200,1.370,1.385,-0.628,0.318,0.111,1.000,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,8,7790.781,7790.836,9,0.772,1.408,1.440,-0.110,0.711,0.111,1.000,0,"interleaved-2nd-cluster(sil=0.71,min=0.11,il=1.00)"
flona02-20250919T1647-1_pulses,line_site_2_3,11,10228.500,10228.535,8,0.629,1.527,1.537,-0.630,0.765,0.250,0.500,0,"interleaved-2nd-cluster(sil=0.76,min=0.25,il=0.50)"
flona02-20250919T1647-1_pulses,line_site_2_3,13,10794.697,10794.752,17,0.661,0.881,1.147,-0.430,0.777,0.353,0.500,0,"interleaved-2nd-cluster(sil=0.78,min=0.35,il=0.50);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,19,13324.409,13324.434,9,0.706,1.229,1.282,-0.631,0.651,0.333,0.667,0,"interleaved-2nd-cluster(sil=0.65,min=0.33,il=0.67);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,21,13324.633,13324.830,18,0.865,0.794,0.812,-0.436,0.839,0.444,0.750,0,"interleaved-2nd-cluster(sil=0.84,min=0.44,il=0.75);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,22,14835.195,14835.241,11,0.755,1.030,1.036,-0.692,0.817,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.82,min=0.09,il=1.00)"
flona02-20250919T1647-1_pulses,line_site_2_3,27,15236.979,15237.043,11,0.678,1.377,1.429,0.037,0.684,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.68,min=0.09,il=1.00);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,39,16308.275,16308.437,25,0.843,1.038,1.194,-0.571,0.378,0.360,0.556,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,42,16484.431,16484.741,51,0.852,1.180,1.277,-0.176,0.298,0.392,0.400,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,44,16527.409,16527.531,23,0.813,1.085,1.324,-0.656,0.316,0.435,0.300,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,49,16637.803,16637.855,8,0.858,1.041,1.057,-0.621,0.528,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.53,min=0.12,il=1.00)"
flona02-20250919T1647-1_pulses,line_site_2_3,51,16724.998,16725.035,11,0.822,0.924,0.990,-0.239,0.717,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.72,min=0.09,il=1.00);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,55,17682.989,17683.008,8,0.790,0.824,0.838,-0.432,0.603,0.250,1.000,0,"interleaved-2nd-cluster(sil=0.60,min=0.25,il=1.00);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,56,17769.844,17769.922,18,0.830,1.091,1.208,-0.325,0.727,0.056,1.000,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,57,17769.976,17770.066,9,0.757,0.294,0.305,-0.650,0.789,0.333,1.000,0,"interleaved-2nd-cluster(sil=0.79,min=0.33,il=1.00);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,61,17779.589,17779.716,12,0.843,0.221,0.222,-0.593,0.341,0.500,0.500,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,71,17799.537,17799.610,10,0.834,0.498,0.575,-0.650,0.519,0.200,0.500,1,"interleaved-2nd-cluster(sil=0.52,min=0.20,il=0.50);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,77,18875.981,18876.025,11,0.818,1.053,1.171,-0.212,0.746,0.091,1.000,0,"interleaved-2nd-cluster(sil=0.75,min=0.09,il=1.00)"
flona02-20250919T1647-1_pulses,line_site_2_3,78,20026.798,20027.063,37,0.881,1.263,1.408,-0.311,0.740,0.108,0.750,0,"interleaved-2nd-cluster(sil=0.74,min=0.11,il=0.75);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,79,20027.144,20027.274,11,0.771,0.821,0.921,-0.570,0.724,0.182,0.500,0,"interleaved-2nd-cluster(sil=0.72,min=0.18,il=0.50);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,81,20550.299,20550.332,8,0.865,1.103,1.230,-0.289,0.656,0.125,1.000,1,"interleaved-2nd-cluster(sil=0.66,min=0.12,il=1.00);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,93,21457.366,21457.399,9,0.826,1.021,1.111,-0.661,0.342,0.333,0.667,2,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,94,21457.407,21457.475,8,0.786,1.139,1.153,-0.512,0.465,0.500,0.250,2,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,97,21956.207,21956.233,8,0.873,0.749,0.840,-0.200,0.626,0.125,1.000,0,"interleaved-2nd-cluster(sil=0.63,min=0.12,il=1.00)"
flona02-20250919T1647-1_pulses,line_site_2_3,98,21993.358,21993.447,13,0.907,0.370,0.408,-0.570,0.551,0.385,0.800,0,"interleaved-2nd-cluster(sil=0.55,min=0.38,il=0.80)"
flona02-20250919T1647-1_pulses,line_site_2_3,101,22628.534,22628.710,27,0.855,1.005,1.170,-0.362,0.563,0.111,0.333,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,102,22628.937,22629.225,34,0.809,1.333,1.404,-0.183,0.216,0.441,0.533,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,103,22629.260,22629.326,13,0.875,0.332,0.349,-0.486,0.662,0.077,1.000,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,104,22629.369,22629.448,16,0.907,0.523,0.852,-0.520,0.619,0.125,0.500,0,"interleaved-2nd-cluster(sil=0.62,min=0.12,il=0.50);overlapping-volley"
flona02-20250919T1647-1_pulses,line_site_2_3,105,22629.478,22629.563,15,0.700,0.663,0.820,-0.222,0.226,0.467,0.714,0,overlapping-volley
flona02-20250919T1647-1_pulses,line_site_2_3,106,22629.589,22629.621,8,0.668,0.560,0.578,-0.708,0.305,0.375,0.667,0,overlapping-volley
